company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Anita Pavani Stoffe OHG,Germany (DE),Fabrics,,,yvonne@naturstoff.de,,268009,Ecocert Greenlife,2024-09-29,"2% Elastane (spandex) (RM0160) Organic Dyed fabrics (PC0025) Woven fabrics (PD0059) 100% Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Woven fabrics (PD0059) 100% Organic Hemp (RM0116) Organic Dyed fabrics (PC0025) Woven fabrics (PD0059) 95% Organic Cotton (RM0104)
5% Elastane (spandex) (RM0160) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0059) 93% Organic Cotton (RM0104)
5% Elastane (spandex) (RM0160) Organic Greige fabrics (PC0026) Knitted fabrics (PD0058) 92% Organic Cotton (RM0104)
7% Elastane (spandex) (RM0160) Made with organic Dyed fabrics (PC0025) Knitted fabrics (PD0059) 98% Organic Cotton (RM0104)
8% Elastane (spandex) (RM0160) Made with organic Greige fabrics (PC0026) Knitted fabrics (PD0059) 100% Organic Cotton (RM0104) Organic Greige fabrics (PC0026) Woven fabrics (PD0059) 100% Organic Cotton (RM0104) Organic Undyed Fabrics (PC0027) Knitted fabrics (PD0059) 100% Organic Cotton (RM0104) Organic Undyed Fabrics (PC0027) Woven fabrics (PD0059) 100% Organic Cotton (RM0104) Organic
8% Elastane (spandex) (RM0160) Made with organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 95% Organic Cotton (RM0104)
Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100% Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100% Organic Hemp (RM0116) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100% Organic Wool (RM0079) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 92% Organic Cotton (RM0104)"
ANITA'S TEXTILES LTD.,China (CN),Fabrics,,,,"7th Floor, Chinabest International Centre",EGL/210900/GOTS/1497008/1,Ecocert Greenlife,2023-12-31,
Anithaa Weaving Mill Pvt. Ltd. (Main),India (IN),"Fabrics, Yarns",,,fabrics@anithaa.com,"145/F6, T.G.N Complex West Car Street, Tiruchengode, Namakkal, 637211",014961,IDFL,2024-02-15,"28807
28807
28807
28807
28807
28807
28807
28807
28807
28807
28807
53186
53186 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 54252
53186 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Flax (linen) (RM0108) GOTS (Organic) 54252
53186 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Recycled Pre/Post-Consumer Polyester (RM0187) GOTS (Organic) 54252
53186 Dyed Fabrics (PC0025) Woven Fabrics (PD0059) Organic Cotton (RM0104) GOTS (Organic) 54252
53186 Greige Fabrics (PC0026) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Elastane (spandex) (RM0160) GOTS (Organic) 54252
53186 Greige Fabrics (PC0026) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Flax (linen) (RM0108) GOTS (Organic) 54252
53186 Greige Fabrics (PC0026) Woven Fabrics (PD0059) Organic Cotton (RM0104) + Recycled Pre/Post-Consumer Polyester (RM0187) GOTS (Organic) 54252
53186 Greige Fabrics (PC0026) Woven Fabrics (PD0059) Organic Cotton (RM0104) GOTS (Organic) 54252
53186 Greige Yarns (PC0030) Normally Combed Yarns (PD0102) Organic Cotton (RM0104) GOTS (Organic) 54252
53186 Greige Yarns (PC0030) Open-end yarns (PD0066) Organic Cotton (RM0104) GOTS (Organic) 54252
Greige Yarns (PC0030) Carded yarns (PD0067) Organic Cotton (RM0104) GOTS (Organic) 54252"
Anjana Apparels,India (IN),Ladieswear,,A.S. Kumar,,"5, J.S Hosiery park, Avinashi Road, Avinashi,",GCL-301185,GCL International,2024-12-03,"Women's Apparel (PC0002) [Suits
cardigans (PD0004) 100% Organic Cotton (RM0104)]
jackets
pullovers
singlets (PD0007) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [Overcoats
skirts (PD0011) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [Sweaters
suit & pants (PD0002) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [T shirts
vests (PD0001) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [Dresses"
ANJANEYA HOME COLLECTION,India (IN),"Accessories, Babywear, Fabrics, Home Textiles, Yarns",,,,"28-A, Ram Nagar, Kamarajapuram West, Sengunthapuram",203768,Intertek Testing Services,2024-05-09,Babies' apparel | PC0003 Home textiles | PC0010 Carried accessories | PC0011 Worn accessories | PC0012 Outdoor | PC0018 Dyed fabrics | PC0025 Greige fabrics | PC0026 Greige yarns | PC0030
"Anjos & Lourenço - Modas e Confecções, S.A.",Portugal (PT),"Babywear, Ladieswear, Men's wear",,Luz Vasconcelos,luz@anjoslourenco.pt,"Barcelos,",CTV-940348,CTV – Certificação de Têxteis e de Vestuário,2024-03-29,"Babies' apparel (PC0003)
Unisex apparel (PC0005)"
ANK Exports,India (IN),Home Textiles,,Mr. Harish Joshi,harish@ankexports.com,"Factory no. 120 Sector-25 HUDA Industrial Area, Part-II",CU 1069209,Control Union Certifications,2024-09-02,"Home textiles (PC0010) Blankets
bedspreads
quilts (PD0019) -100.0% Organic Cotton (RM0104)"
ANKA TEKSTIL GIYIM SANAYI VE DIS TIC.LTD.STI,Turkey (TR),Men's wear,,,,"Mahmutbey Mah., ORDU Cad. No:38-40 BAGCILAR, 34218, ISTANBUL, TR-34, Turkey , TR",GOTS-20200603,GSCS,2024-03-27,"T-shirts
singlets (PD0007)"
Anka Tekstil San. Ve Dis Tic. Ltd. Sti.,Turkey (TR),Fabrics,,Erol Gurses,egurses@ankatekstil.com.tr,Barakfakih Mh. 12. Cd. No: 6,CU 1009948,Control Union Certifications,2024-08-01,Fabrics
Ankhua Exports Pvt. Ltd.,India (IN),"Ladieswear, Children's wear, Fabrics",,,,Ankhua Exports Pvt. Ltd.,189995-GOTS,Intertek Testing Services,2024-09-06,"Pants
blouses T-shirts
singlets Dresses
skirts
trousers Shirts"
ANKIT TEXTILES,India (IN),Fabrics,,,,"D-109,Sector- 63,",224093,Intertek Testing Services,2024-04-03,Dyed fabrics | PC0025 Greige fabrics | PC0026
Anlima Textile Limited,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,,,,ETKO 00004157,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2023-12-27,"T-shirts
cardigans (PD0004)Pants
pullovers
singlets (PD0007)Sweaters
skirts (PD0011)Babies' clothing (PD0013)
trousers (PD0003)Dresses"
Anmol Spintex Private Limited,India (IN),"Yarns, Product category (other)",,Mr.Bidyut Biswas,biswas@arvind.in,"Block No. 228, 143/P & 1926/P, Arvind Limited Premises, Village Khatraj, Tal. Kalol,",CU 861531,Control Union Certifications,2024-01-07,"Greige yarns (PC0030) / Normally combed yarns (PD0102) - 10.75% Elastane (Spandex) (RM0160) + 89.25% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 16.9% Polyester (RM0186) + 6.6% Elastane (Spandex) (RM0160) + 76.5% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 6.0% Elastane (Spandex) (RM0160) + 94.0% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 7.11% Elastane (Spandex) (RM0160) + 92.89% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 7.5% Elastane (Spandex) (RM0160) + 92.5% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 8.8% Elastane (Spandex) (RM0160) + 91.2% In Conversion Cotton (RM0103)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 91.2% Organic Cotton (RM0104) + 8.8% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 96.0% In Conversion Cotton (RM0103) + 4.0% Elastane (Spandex) (RM0160)
Undyed fibers (PC0034) / Lint cotton (PD0074) - 100.0% In Conversion Cotton (RM0103)
Undyed fibers (PC0034) / Lint cotton (PD0074) - 100.0% Organic Cotton (RM0104)"
ANNAMALAIYAR GARMENT DYEING,India (IN),"Children's wear, Ladieswear, Men's wear",,,,"D1, SIPCOT INDUSTRIAL ESTATE, PERUNDURAI, PERUNDURAI",229989,Intertek Testing Services,2024-10-29,
Annamar Clothing,India (IN),"Accessories, Babywear, Ladieswear, Men's wear, Garments, Product category (other)",,,prakash@annamarclothing.com,"281/3A2, 281/3B, Therku Thottam, Segampalayam, Naranapuram Post, Palladam Taluk",016117,IDFL,2024-05-04,Product category (other) - Outdoor (PC0018)
Annaporni Fab,India (IN),Fabrics,,S. Malligarjun,arjun@annapornifab.com,,ICEA-TX-890,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-05,"Dyed fabrics (PC0025)
Fabrics (PC0028)
Greige fabrics (PC0026)
Printed Fabrics (PC0039)"
Another Textile Company AB,Sweden (SE),"Babywear, Garments, Ladieswear, Men's wear, Accessories, Home Textiles, Toys",,,,,830400,Control Union Certifications,2024-05-24,"Aprons
Baby bodies
Blankets
Bodies
Dresses
Hat
Leggings
Polo's
Shirts
Singlets
Sweatpants
Sweatshirts
T-shirts
Underwear: 100% organic Cotton & 95& Organic Cotton + 5% Lycra Toys 100.0% Organic Cotton
hoodies"
ANOTHERWAY,France (FR),"Accessories, Home Textiles",,Mélina Fiches,melina@another-way.com,55 rue Paradis,00213698,Ecocert Greenlife,2024-09-30,"Food contact textiles (PD0018) Bags
handbags
pouches (PD0024)
totes"
Anowara Fashions Ltd.,Bangladesh (BD),"Children's wear, Garments, Ladieswear, Men's wear",,,,35/A Hajiganj Road.,CB-GOTS-CUC-03- 853815,Control Union Certifications,2024-01-23,"Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 10.0% Viscose (rayon) (RM0238) + 90.0% In Conversion Cotton (RM0103) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 10.0% Viscose (rayon) (RM0238) + 90.0% In Conversion Cotton (RM0103) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 100% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 100.0% In Conversion Cotton (RM0103) Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 100.0% In Conversion Cotton (RM0103) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 100.0% In Conversion Cotton (RM0103) Unisex apparel (PC0005) / T-shirts
singlets (PD0007) - 100.0% In Conversion Cotton (RM0103) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 100.0% Organic Cotton (RM0104) Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 2.0% Viscose (rayon) (RM0238) + 98.0% In Conversion Cotton (RM0103)
singlets (PD0007) - 20.0% Recycled pre/post-consumer Polyester (RM0187) + 80.0% In Conversion Cotton (RM0103) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 70% In Conversion Cotton (RM0103) + 30% Recycled pre/post-consumer Polyester (RM0187) Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 70% In Conversion Cotton (RM0103) + 30% Recycled pre/post-consumer Polyester (RM0187) Unisex apparel (PC0005) / T-shirts
singlets (PD0007) - 80.0% In Conversion Cotton (RM0103) + 20.0% Recycled pre/post-consumer Polyester (RM0187) Unisex apparel (PC0005) / T-shirts
singlets (PD0007) - 90.0% In Conversion Cotton (RM0103) + 10.0% Viscose (rayon) (RM0238) Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 90.0% In Conversion Cotton (RM0103) + 10.0% Viscose (rayon) (RM0238) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 98.0% In Conversion Cotton (RM0103) + 2.0% Viscose (rayon) (RM0238) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 98.0% In Conversion Cotton (RM0103) + 2.0% Viscose (rayon) (RM0238) Unisex apparel (PC0005) / T-shirts"
Anowara Knit Composite Ltd.,Bangladesh (BD),"Children's wear, Garments, Ladieswear, Men's wear",,,,"Mulayed, Mawna, Sreepur,",CB-GOTS-CUC-03- 814917,Control Union Certifications,2024-01-07,"Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 10.0% Viscose (rayon) (RM0238) + 90.0% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 100% Organic Cotton (RM0104) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 100.0% Organic Cotton (RM0104) Children's apparel (PC0004) / T-shirts
singlets (PD0007) - 100.0% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 100.0% Organic Cotton (RM0104) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 5.0% Viscose (rayon) (RM0238) + 95.0% Organic Cotton (RM0104) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 95% Organic Cotton (RM0104) + 5% Viscose (rayon) (RM0238) Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
singlets (PD0007) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 98.0% Organic Cotton (RM0104) + 2.0% Viscose (rayon) (RM0238) Men's apparel (PC0001) / T-shirts
singlets (PD0007) - 99.0% Organic Cotton (RM0104) + 1.0% Viscose (rayon) (RM0238) Unisex apparel (PC0005) / T-shirts"
"Anqing Xiangchao Textile Co.,Ltd",China (CN),"Ladieswear, Men's wear",,,,"3rd Floor, F2 Building, Jiabao Industrial Zone, Wenyuan Road, Anqing City Yixiu District",ETKO 00041808,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-03-09,"Overcoats
blouses(PD0005)T-shirts
jackets
singlets(PD0007)Workwear
trousers(PD0003)Shirts
uniforms(PD0010)
vests (PD0001)Pants"
ANSH EXPORTS,India (IN),"Raw Fibres, Yarns",,,pankajbrokers@gmail.com,"B. 303, Opp. Big Bazar Imperial Heights 150 Feet, Ring Road, Rajkot, 360 005",016442,IDFL,2024-02-04,"58268
58268 Greige Yarns (PC0030) Combed yarns Organic Cotton (RM0104) GOTS (Organic) 22629
58268 Undyed Fibers (PC0034) Comber Noil (PD0082) Organic Cotton (RM0104) GOTS (Organic) 22629
58268 Undyed Fibers (PC0034) Lint Cotton (PD0074) In-Conversion Cotton (RM0103) GOTS (Organic in Conversion) 22629
58268 Undyed Fibers (PC0034) Lint Cotton (PD0074) Organic Cotton (RM0104) GOTS (Organic) 22629
Greige Yarns (PC0030) Carded yarns (PD0067) Organic Cotton (RM0104) GOTS (Organic) 22629"
ANSHENG SILK LIMITED,China (CN),"Fabrics, Raw Fibres, Yarns",,Weina Wang,ansheng.yarns@anshengsilk.com,,ICEA-TX-2249,ICEA Istituto per la Certificazione Etica e Ambientale,2024-11-03,"Greige fabrics (PC0026)
Greige yarns (PC0030)
Undyed fibers (PC0034)"
Antak Agencies International,India (IN),Accessories,,,,"C 9, SECTOR 57, Noida, Gautam Buddha Nagar, 201301, Uttar Pradesh, IN-UP, India , IN",GOTS-20200825,GSCS,2024-09-16,"Bags
handbags
pouches (PD0024)
totes"
"Antarfer - Estamparia Têxtil, Lda",Portugal (PT),Fabrics,,,,"Rua Parque Industrial de Ponte, Lote 3C - 2ª Fase - Ponte",155363,Intertek Testing Services,2024-07-10,Knitted Fabrics Woven Fabrics
Antebi Design Tekstil San. Ve Tic. A.S.,Turkey (TR),Garments,,Hatice Karaaslan,haticekaraaslan@mayteks.com,A.O.S.B. 10014 Sk. No: 5 Cigli,CU 1220217,Control Union Certifications,2024-03-08,Garments
Antex GmbH,Germany (DE),Home Textiles,,,,,1009761,Control Union Certifications,2024-01-19,Product categories: Home textiles (PC0010)
Anthem Clothing LTD,United Kingdom (GB),Garments,,Gemma Vanson,g.vanson@livingstoneinternational.co.uk,"36 Firth Road, Houstoun Industrial Estate EH54 5DJ Livingston , United Kingdom",CB-GOTS-CUC-03- 1208711,Control Union Certifications,2024-02-10,Product categories: Unisex apparel (PC0005)
Anthony Garments Private Limited,India (IN),"Fabrics, Garments, Yarns",,Mr. Antony A.Joseph,antony@agplindia.in,"SF No.492, D.No.3, Athimara Thottam, Sirupooluvapatti Post",CU 1047607,Control Union Certifications,2024-05-31,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100% Organic Cotton (RM0104)
Babies' apparel (PC0003) / Babies' clothing (PD0013) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
Dyed yarns (PC0029) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 96.0% Organic Cotton (RM0104) + 4.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 4.0% Elastane (Spandex) (RM0160) + 96.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 94.0% Organic Cotton (RM0104) + 6.0% Elastane (Spandex) (RM0160)
Undyed fabrics (PC0027) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / T-shirts
singlets (PD0007) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)"
Antica Valserchio srl,Italy (IT),Fabrics,,Alessio Serafini,a.serafini@anticavalserchio.com,,ICEA-TX-1303,ICEA Istituto per la Certificazione Etica e Ambientale,2024-06-21,Dyed fabrics (PC0025)
Antlia Exports LLP,India (IN),Product category (other),,Hemanathan P.R.,shipping@antliaexports.co.in,,ICEA-TX-3158,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-22,"Carried accessories (PC0011)
Home textiles (PC0010)"
Antonio Barroso Malhas Lda,Portugal (PT),Fabrics,,,,,CB-GOTS-CUC-03- 854596,Control Union Certifications,2024-05-23,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 10.0%Elastane (Spandex) (RM0160) 90.0%Organic Cotton (RM0104) Made With Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Organic
"António e Carla, Indústria de Confecções LDA",Portugal (PT),Garments,,Antonio CUNHA,antonio.carla@sapo.pt,Rua do Porto nº 452,00278135,Ecocert Greenlife,2024-05-21,"Overcoats
blouses (PD0005) Workwear
jackets
skirts (PD0011)
uniforms (PD0010) Dresses
vests (PD0001) Shirts"
"ANTÓNIO PEREIRA - FÁBRICA DE TECIDOS DE SEDA E ALGODÃO, UNIPESSOAL, LDA",Portugal (PT),Home Textiles,,David Ribeiro,david@apertex.com.pt,,CB-GOTS-CUC-03- 1170339,Control Union Certifications,2024-05-02,"Home textiles (PC0010) Blankets
bedspreads
quilts (PD0019) 100.0%Organic Cotton (RM0104) Organic"
ANTORAF SRL,Italy (IT),Accessories,,Edoardo Schettino,amministrazione@antoraf.it,,ICEA-TX-1653,ICEA Istituto per la Certificazione Etica e Ambientale,2024-10-14,Worn accessories (PC0012)
Anubha Brands Private Limited,India (IN),"Fabrics, Yarns",,Mr. chetan Tare,chetan@anubhabrands.in,"C-326 , International Trade Centre, 3rd Floor, Majura Gate , Ring Road, Surat , Gujarat",CU 1125182,Control Union Certifications,2024-02-03,Dyed fabrics (PC0025) Denim fabrics (PD0061) -100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Denim fabrics (PD0061) -98.0%Organic Cotton (RM0104)+2.0%Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Woven fabrics (PD0059) -100.0%Organic Cotton (RM0104) Greige yarns (PC0030) Carded yarns (PD0067) -100.0%Organic Cotton (RM0104)
Anubha Industries Pvt. Ltd.,India (IN),"Fabrics, Garments",,Mr.Chetan Tare,chetan.tare@anubhaindustries.com,"Plot No.369, 371, 377, Beside Ahir Faliya, Opp. Dhobi Mill, N.H.No.8 Palsana,",CU 833787,Control Union Certifications,2024-11-29,"Children's apparel (PC0004) /Woven fabrics (PD0059) - 100% Organic Cotton (RM0104)
Children's apparel (PC0004) /Woven fabrics (PD0059) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Denim fabrics (PD0061) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Denim fabrics (PD0061) - 98.2% Organic Cotton (RM0104) + 1.8% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 100% Organic Cotton (RM0104)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 98% In Conversion Cotton (RM0103) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Denim fabrics (PD0061) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) /Woven fabrics (PD0059) - 100% Organic Flax (Linen) (RM0110)
Dyed fabrics (PC0025) /Woven fabrics (PD0059) - 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Men's apparel (PC0001) / Woven fabrics (PD0059) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 2.0% Elastane (Spandex) (RM0160) + 98.0% Organic Cotton (RM0104)
Undyed fabrics (PC0027) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Women's apparel (PC0002) / Woven fabrics (PD0059) - 98.0% Organic Cotton (RM0104) + 2.0% Elastane (Spandex) (RM0160)"
Anubhav Apparels Pvt Ltd,India (IN),Ladieswear,,,jitendra@anubhavapparels.com,"C -124, Hosiery Complex, Phase – II Noida, 201305",015553,IDFL,2024-06-19,Women's Apparel (PC0002) Tops (PD0073) Organic Cotton (RM0104)
Anugraha Fashion Mill Private Limited,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Yarns",,M Mohan,,"No.15, Suriyan Nagar, ABT Road New Extn, Karuvampalayam,",GCL-302250,GCL International,2024-03-03,"Women's Apparel (PC0002) [T shirts
singlets (PD0007) 100% Organic Cotton (RM0104)] Babies Apparel (PC0003) [Babies' clothing (PD0013) 100% In-Conversion Cotton (RM0103) ] Babies Apparel (PC0003)[ Babies' clothing (PD0013) 100% Organic Cotton (RM0104) ] Babies Apparel (PC0003) [Babies' clothing (PD0013) 96% In-Conversion Cotton (RM0103) + 4% Elastane (Spandex) (RM0160) ] Babies Apparel (PC0003)[ Babies' clothing (PD0013) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160) ] Children's Apparel (PC0004) [Pants
trousers (PD0003) 100% Organic Cotton (RM0104) ] Dyed fabrics (PC0025) [Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) ] Printed fabrics (PC0039)[ Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) ] Greige Yarns (PC0030) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)]"
Anupam Prints.,India (IN),Fabrics,,,,"Plot no. 72, DLF Industrial area ph -1,",221953,Intertek Testing Services,2024-06-06,Printed fabrics | PC0039
Anuratan Textile Pvt Ltd,India (IN),Fabrics,,Mr. Sanjeev Kumar Gupta,management@anuratan.com,"1092, First Floor,Shri Mahavir Market Kucha Marwan, Chandni chowk",CU 1099510,Control Union Certifications,2024-02-08,Dyed fabrics Knitted fabrics -100.0% Organic Cotton Dyed fabrics Woven fabrics -100.0% Organic Cotton Greige fabrics Knitted fabrics -100.0% Organic Cotton Greige fabrics Woven fabrics -100.0% Organic Cotton
Anusam Apparels,India (IN),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"S.F.No.143, Poondi Ring Road, Pooluvapatti Post",154539,Intertek Testing Services,2024-01-31,
ANUSHREE CLOTHINGS,India (IN),Fabrics,,,,"Shed No: 117, SIDCO Industrial Compound, Mudalipalayam, Tea Nagar Post, Tirupur",USB TEX6566,USB Certification,2024-02-16,Knitted fabrics (PD0058) - (Yarn Dyed) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Knitted fabrics (PD0058) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Knitted fabrics (PD0058) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Knitted fabrics (PD0058) - (Yarn dyed) - 100% organic cotton (RM0104) Knitted fabrics (PD0058) - (Yarn dyed) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160) Knitted fabrics (PD0058) - (Yarn dyed) - 96% organic cotton (RM0104) + 4% elastane (spandex) (RM0160)
